rcode,pcode,year,month,exports_sa,imports_sa,rGDP,pGDP,bexrate,,,
GBR,BRA,2014,12,303339642.6,319583804.8,732818,563558.19,0.24181193,,,
GBR,BRA,2015,1,246977547.2,421478148.5,712811.81,565263.94,0.24892978,,,
GBR,BRA,2015,2,315992678.3,309147376.5,720199.88,530468.31,0.23267005,,,
GBR,BRA,2015,3,237322379.3,338003783.3,707731.38,477635.88,0.21452737,,,
GBR,BRA,2015,4,277589715.5,300922229.4,710133.88,485857.75,0.21884154,,,
GBR,BRA,2015,5,258299087.9,304424502.4,735463.44,488971.81,0.21177945,,,
GBR,BRA,2015,6,349069491.4,329600946.5,739390.75,481055.38,0.20639092,,,
GBR,BRA,2015,7,298295287.6,311405016.5,739788.19,468232.38,0.19995861,,,
GBR,BRA,2015,8,238359434.5,253585351.2,743198.13,430828.28,0.18298388,,,
GBR,BRA,2015,9,304061047.1,279321738.1,732522.81,388732.53,0.16736764,,,
GBR,BRA,2015,10,236479818.6,356205794.9,723063.19,390208.13,0.17005599,,,
GBR,BRA,2015,11,255333978.4,275721735.3,730595.63,401795.31,0.1736922,,,
GBR,BRA,2015,12,240014595.7,283088561,723684.31,394264.75,0.17245027,,,
GBR,BRA,2016,1,221983456.6,233551847.3,698905.94,378135.34,0.17163993,,,
GBR,BRA,2016,2,258288014.3,273165206.2,695600.25,388007.81,0.17631441,,,
GBR,BRA,2016,3,302302485.7,303900264.6,694354.19,416450.03,0.18889523,,,
GBR,BRA,2016,4,199102907,278845010.6,700467.06,436954.69,0.19576468,,,
GBR,BRA,2016,5,232535760.4,293694749,712976.69,443213.31,0.19504659,,,
GBR,BRA,2016,6,223028493,248218458.2,699039.88,456031.72,0.20464906,,,
GBR,BRA,2016,7,164870803.3,223933556.1,649252.69,480551.44,0.23214485,,,
GBR,BRA,2016,8,188675791.2,266110318.2,650687.56,492752.28,0.23760657,,,
GBR,BRA,2016,9,180801878.5,313730227.7,655045.94,487857.22,0.23377129,,,
GBR,BRA,2016,10,166900699.3,286047365.6,618203.5,500882.5,0.25441393,,,
GBR,BRA,2016,11,175396994.1,278808900.7,624902.69,479727.66,0.24072695,,,
GBR,BRA,2016,12,210468112,280454919.2,630324.94,480512.78,0.23872247,,,
GBR,BRA,2017,1,178989162.2,278116259.7,621867.13,506279.47,0.25460145,,,
GBR,BRA,2017,2,142385838,288561620,632670.94,522999.75,0.25807962,,,
GBR,BRA,2017,3,171373183.5,288385822,625859.88,520664.59,0.25928435,,,
GBR,BRA,2017,4,188850023.2,286633319.8,642106.13,520927,0.25242603,,,
GBR,BRA,2017,5,164729122.6,229265055.7,658280.44,510067.75,0.24103466,,,
GBR,BRA,2017,6,148053608.7,263261985.8,652876.44,497731.56,0.23709674,,,
GBR,BRA,2017,7,196397364.9,247327987.6,663663.63,512600.94,0.24015522,,,
GBR,BRA,2017,8,310500518,242683004.1,664170,523930.56,0.24491121,,,
GBR,BRA,2017,9,201567525.3,238579835.2,684868.75,528981.5,0.23944493,,,
GBR,BRA,2017,10,223705234,248168723.1,680683.06,521936.97,0.23736064,,,
GBR,BRA,2017,11,202969160.6,282256782.4,682738.06,511967.09,0.23235685,,,
GBR,BRA,2017,12,185243702.8,265293904,694897.75,507827.63,0.2266694,,,
GBR,CAN,2012,1,569559143,1413948130,647966.44,1787350.4,0.63601077,,,
GBR,CAN,2012,2,806732531.5,1857890444,659926.88,1818127.8,0.63508242,,,
GBR,CAN,2012,3,539042477.6,1464432811,660968.31,1824538,0.63616276,,,
GBR,CAN,2012,4,498611323.7,1766099408,668906.69,1828101.1,0.62968761,,,
GBR,CAN,2012,5,578362095.9,1484979409,671151.69,1802004.9,0.62254179,,,
GBR,CAN,2012,6,539168817.7,1536780336,661749.25,1772640.9,0.62499201,,,
GBR,CAN,2012,7,737410673.6,1338315777,668370.75,1801090.8,0.63263178,,,
GBR,CAN,2012,8,541873944.8,1470566874,674364.38,1845225.8,0.64147526,,,
GBR,CAN,2012,9,551610975.3,1678963589,692458.63,1876159.6,0.63430083,,,
GBR,CAN,2012,10,462803092.4,1529676052,691685.19,1865839,0.63063979,,,
GBR,CAN,2012,11,477966509.3,1058728153,688198.13,1856109.3,0.62825269,,,
GBR,CAN,2012,12,527623088,1506945925,670056.31,1880727.3,0.65147853,,,
GBR,CAN,2013,1,509326810.9,1668074252,691273.94,1887088.9,0.63136667,,,
GBR,CAN,2013,2,499974737.1,1519443013,671910.38,1856769,0.63964313,,,
GBR,CAN,2013,3,514373294.4,1618710345,655976.38,1833218,0.64739192,,,
GBR,CAN,2013,4,503678925.3,1381883108,667388.25,1846394.1,0.64141029,,,
GBR,CAN,2013,5,551293124.7,1084014097,671846.06,1854830,0.64107066,,,
GBR,CAN,2013,6,524994777.5,1388344987,684647.56,1844774,0.62664562,,,
GBR,CAN,2013,7,528162277.3,1089521803,674946.75,1835220.1,0.63333237,,,
GBR,CAN,2013,8,517312781.7,800393731.6,690120.13,1839423,0.62014949,,,
GBR,CAN,2013,9,398832310.8,1106764651,708640.69,1857865.4,0.60933632,,,
GBR,CAN,2013,10,646445010.6,991120797,720765.56,1861294.5,0.5995456,,,
GBR,CAN,2013,11,514388360.4,994754856.5,723164.25,1849517.9,0.5934096,,,
GBR,CAN,2013,12,453976017,853161819.7,739867.94,1831263.8,0.57393682,,,
GBR,CAN,2014,1,530881527.8,850655283.9,747716.25,1790383.4,0.55489856,,,
GBR,CAN,2014,2,473835949.2,1032924302,744186.5,1779216.5,0.55445564,,,
GBR,CAN,2014,3,529479076.4,1048606729,762049.44,1777825.1,0.54142481,,,
GBR,CAN,2014,4,550977607.1,942343756,771107.25,1804778.9,0.54356462,,,
GBR,CAN,2014,5,459972781.3,1087748179,778555.56,1828407,0.54467249,,,
GBR,CAN,2014,6,560094746.1,1364915319,783302.25,1845060.3,0.54556674,,,
GBR,CAN,2014,7,536997335.5,1515551164,784603.69,1844962.4,0.5439043,,,
GBR,CAN,2014,8,494582766.8,1446877750,776327.63,1838718.3,0.54792929,,,
GBR,CAN,2014,9,499813961.6,1317977768,757616.94,1824643.5,0.55725223,,,
GBR,CAN,2014,10,558144799.5,1595319282,747017.5,1792070.4,0.55515826,,,
GBR,CAN,2014,11,532742185.7,886335680.6,745255.63,1767100.1,0.55177009,,,
GBR,CAN,2014,12,546767742.3,1451022453,732818,1729268.3,0.55218387,,,
GBR,CAN,2015,1,485058391,1516367706,712811.81,1635354.6,0.53985262,,,
GBR,CAN,2015,2,502358972.3,1167380094,720199.88,1588568.9,0.52178299,,,
GBR,CAN,2015,3,567175277.9,1050533012,707731.38,1574808.3,0.52915299,,,
GBR,CAN,2015,4,498298650.5,1264623793,710133.88,1612152.3,0.54269946,,,
GBR,CAN,2015,5,469317634.5,1257252647,735463.44,1637162,0.53068924,,,
GBR,CAN,2015,6,422426747.7,1040962080,739390.75,1617756.5,0.52019805,,,
GBR,CAN,2015,7,487263309.5,1463509571,739788.19,1556364.6,0.49883524,,,
GBR,CAN,2015,8,436299588.7,867667884.3,743198.13,1524040.3,0.48742539,,,
GBR,CAN,2015,9,509298984.5,654088651.7,732522.81,1509021.8,0.4908548,,,
GBR,CAN,2015,10,479941398.5,994618525.7,723063.19,1530093.4,0.50545454,,,
GBR,CAN,2015,11,462300071.5,954238121.6,730595.63,1508981.6,0.49522051,,,
GBR,CAN,2015,12,506407085.6,1070001942,723684.31,1463775.9,0.48680764,,,
GBR,CAN,2016,1,557845308.1,1013857288,698905.94,1413945.9,0.48873726,,,
GBR,CAN,2016,2,575281180.6,1015596765,695600.25,1456291.8,0.50717634,,,
GBR,CAN,2016,3,438110348.2,1164395948,694354.19,1519157.5,0.53149283,,,
GBR,CAN,2016,4,480370278.4,1426826061,700467.06,1567581.9,0.54515505,,,
GBR,CAN,2016,5,498122153.9,946429321.2,712976.69,1562390.6,0.53225285,,,
GBR,CAN,2016,6,477257075.1,896986196.9,699039.88,1577522.5,0.54653054,,,
GBR,CAN,2016,7,503497685.7,1061213033,649252.69,1565377.3,0.58222932,,,
GBR,CAN,2016,8,565587188.6,1508589840,650687.56,1582277.9,0.58678746,,,
GBR,CAN,2016,9,492807303.5,1378635474,655045.94,1577257.8,0.58061278,,,
GBR,CAN,2016,10,472761802.8,1002598280,618203.5,1568945.3,0.61153364,,,
GBR,CAN,2016,11,531250474.2,1161499424,624902.69,1556852.9,0.5988735,,,
GBR,CAN,2016,12,584627744.7,1082614578,630324.94,1577773.3,0.60026824,,,
GBR,CAN,2017,1,466885805.4,1036158229,621867.13,1603576.5,0.61692441,,,
GBR,CAN,2017,2,482589532.3,1237520151,632670.94,1618482.4,0.61083394,,,
GBR,CAN,2017,3,500039967.6,1302745694,625859.88,1591265,0.60592067,,,
GBR,CAN,2017,4,503757273.3,1291607791,642106.13,1589790.6,0.58890444,,,
GBR,CAN,2017,5,554108371,1460180607,658280.44,1572699.9,0.56844991,,,
GBR,CAN,2017,6,537493544.6,1361787078,652876.44,1611354.6,0.58743852,,,
GBR,CAN,2017,7,496422236.2,1175545833,663663.63,1691645.4,0.60688752,,,
GBR,CAN,2017,8,516264453.9,1453149661,664170,1711422.6,0.61210698,,,
GBR,CAN,2017,9,516861016,1207716116,684868.75,1766819.9,0.61142731,,,
GBR,CAN,2017,10,591190755.9,1196847071,680683.06,1733345.1,0.60216957,,,
GBR,CAN,2017,11,542634956.2,1069067750,682738.06,1708845.4,0.59271669,,,
GBR,CAN,2017,12,509958628.6,1254813187,694897.75,1709952.8,0.58355117,,,
GBR,CHE,2012,1,1994516903,974197596.5,647966.44,166169.89,0.68743932,,,
GBR,CHE,2012,2,1295963233,1184089392,659926.88,170802.61,0.69362473,,,
GBR,CHE,2012,3,637846798.9,1532055695,660968.31,170730.55,0.69206667,,,
GBR,CHE,2012,4,1309554084,1823267954,668906.69,170968.42,0.68463534,,,
GBR,CHE,2012,5,1088045533,1138221980,671151.69,166665.14,0.6696499,,,
GBR,CHE,2012,6,1149214077,544868979.8,661749.25,163441.91,0.67046946,,,
GBR,CHE,2012,7,1238148146,959628237.6,668370.75,160432.19,0.6559028,,,
GBR,CHE,2012,8,789498285.7,3629537488,674364.38,162230.8,0.65728164,,,
GBR,CHE,2012,9,381155246.2,7857638174,692458.63,167380.34,0.6603452,,,
GBR,CHE,2012,10,942646174,3606092037,691685.19,168888.47,0.6669597,,,
GBR,CHE,2012,11,1436229413,681935802,688198.13,167822.53,0.66677809,,,
GBR,CHE,2012,12,1536994494,1259887571,670056.31,171211.8,0.6993618,,,
GBR,CHE,2013,1,3536709723,1124067792,691273.94,170929.53,0.67745405,,,
GBR,CHE,2013,2,4517300276,991895095.2,671910.38,172167.59,0.7019068,,,
GBR,CHE,2013,3,7700861717,1224875241,655976.38,167932.95,0.70115483,,,
GBR,CHE,2013,4,6745046186,1052951316,667388.25,170193.25,0.69832432,,,
GBR,CHE,2013,5,11379973674,893841412,671846.06,166982.72,0.68321711,,,
GBR,CHE,2013,6,7358446044,784733259,684647.56,171573.42,0.69149584,,,
GBR,CHE,2013,7,6068956773,1018598003,674946.75,169758.25,0.69663274,,,
GBR,CHE,2013,8,5604321609,242214974,690120.13,173137.42,0.69644916,,,
GBR,CHE,2013,9,5003135741,1070010714,708640.69,173716.33,0.68204939,,,
GBR,CHE,2013,10,4800513332,930628395.7,720765.56,177831.14,0.688003,,,
GBR,CHE,2013,11,3178037851,1251926334,723164.25,176057.44,0.68085879,,,
GBR,CHE,2013,12,3106231967,1230822974,739867.94,180187.22,0.68306881,,,
GBR,CHE,2014,1,4075878739,1206924769,747716.25,178620.53,0.67194951,,,
GBR,CHE,2014,2,5972362718,1478049870,744186.5,180649.61,0.68527871,,,
GBR,CHE,2014,3,1801728678,913957293,762049.44,183606.5,0.68261671,,,
GBR,CHE,2014,4,1716422341,1011504293,771107.25,183639.7,0.67713302,,,
GBR,CHE,2014,5,1814604367,1078690865,778555.56,182812.08,0.66870856,,,
GBR,CHE,2014,6,2388571363,702005520.1,783302.25,181278.73,0.66013944,,,
GBR,CHE,2014,7,1442766369,926022443.4,784603.69,178907.91,0.65146482,,,
GBR,CHE,2014,8,1270813859,1427262037,776327.63,179126.13,0.65789747,,,
GBR,CHE,2014,9,2912470634,320447638.3,757616.94,174450.98,0.65524352,,,
GBR,CHE,2014,10,2726462306,505405997.2,747017.5,171759.81,0.65298986,,,
GBR,CHE,2014,11,5094341305,766428193.1,745255.63,169562.61,0.64789277,,,
GBR,CHE,2014,12,2185465103,1431065420,732818,167557.77,0.652843,,,
GBR,CHE,2015,1,1317492992,1405421506,712811.81,173421.47,0.69651341,,,
GBR,CHE,2015,2,1715523645,1430235286,720199.88,174289.36,0.69680238,,,
GBR,CHE,2015,3,4299975950,851501276.5,707731.38,166494.75,0.68124044,,,
GBR,CHE,2015,4,2751946973,842647667.8,710133.88,169642.86,0.69570744,,,
GBR,CHE,2015,5,1961322225,619939792.8,735463.44,175478.63,0.69481301,,,
GBR,CHE,2015,6,1376851379,766249662.4,739390.75,175148.19,0.68977886,,,
GBR,CHE,2015,7,2510390878,250834733.1,739788.19,171171.7,0.67371517,,,
GBR,CHE,2015,8,3956031277,205579172.7,743198.13,168918.84,0.66205114,,,
GBR,CHE,2015,9,2323594128,321554350.5,732522.81,168409.08,0.66992807,,,
GBR,CHE,2015,10,1259350629,849755274.5,723063.19,169122.13,0.68182576,,,
GBR,CHE,2015,11,2804611681,1020471261,730595.63,162789.86,0.65266007,,,
GBR,CHE,2015,12,5713379298,1277331097,723684.31,164721.75,0.66990638,,,
GBR,CHE,2016,1,1470680727,1228895522,698905.94,162975.02,0.68957031,,,
GBR,CHE,2016,2,1928149722,1563880856,695600.25,165302.41,0.70379102,,,
GBR,CHE,2016,3,603077612.3,2532041906,694354.19,167406.59,0.71509063,,,
GBR,CHE,2016,4,1022607241,3885487024,700467.06,170900.11,0.72471428,,,
GBR,CHE,2016,5,608202684.9,3078876734,712976.69,168753.17,0.70460528,,,
GBR,CHE,2016,6,1111312627,3052519586,699039.88,170104.72,0.72600138,,,
GBR,CHE,2016,7,1030633099,3206906762,649252.69,168147.02,0.77437049,,,
GBR,CHE,2016,8,1126048775,3767645283,650687.56,170104.17,0.78558576,,,
GBR,CHE,2016,9,775544146.4,3008304440,655045.94,169517.14,0.78155667,,,
GBR,CHE,2016,10,1672340973,988911435.4,618203.5,167167,0.82072002,,,
GBR,CHE,2016,11,2029155467,967774672,624902.69,165946.05,0.80776483,,,
GBR,CHE,2016,12,5249846564,1384111368,630324.94,162306.59,0.78496861,,,
GBR,CHE,2017,1,3135353979,1220734415,621867.13,164216.89,0.8067646,,,
GBR,CHE,2017,2,1810188704,1078185589,632670.94,165579.14,0.79961365,,,
GBR,CHE,2017,3,1467411950,885331627.6,625859.88,165744.02,0.80916858,,,
GBR,CHE,2017,4,1014231661,700497841.8,642106.13,166190.59,0.79086733,,,
GBR,CHE,2017,5,1784660770,696842291.8,658280.44,168993.72,0.78383398,,,
GBR,CHE,2017,6,1447287898,547735252.1,652876.44,172659.23,0.80683583,,,
GBR,CHE,2017,7,4102332629,351189622.1,663663.63,174447,0.80131853,,,
GBR,CHE,2017,8,934756165.3,589943005.7,664170,174142,0.79969627,,,
GBR,CHE,2017,9,1003380646,3336450801,684868.75,175050.05,0.77994794,,,
GBR,CHE,2017,10,1268748082,1113043907,680683.06,172001.75,0.77144945,,,
GBR,CHE,2017,11,373292541.8,1500156606,682738.06,170680.42,0.76337272,,,
GBR,CHE,2017,12,1695062231,1288881252,694897.75,171994.83,0.75594211,,,
GBR,CHL,2012,1,62198493.92,77999741.6,647966.44,63464.758,0.001285209,,,
GBR,CHL,2012,2,55756338.83,74717174.64,659926.88,66372.977,0.001314565,,,
GBR,CHL,2012,3,84713988.71,74294444.35,660968.31,66128.414,0.001302553,,,
GBR,CHL,2012,4,18603470.35,47607631.04,668906.69,66328.297,0.00128597,,,
GBR,CHL,2012,5,75360099.73,68042813.6,671151.69,65072.746,0.001263846,,,
GBR,CHL,2012,6,123914208.4,72758522.78,661749.25,64187.664,0.001270769,,,
GBR,CHL,2012,7,193272928.2,79987094.17,668370.75,66234.156,0.001304789,,,
GBR,CHL,2012,8,67553201.83,74339920.86,674364.38,68223.273,0.001323164,,,
GBR,CHL,2012,9,94000642.71,80690721.53,692458.63,69618.75,0.001306271,,,
GBR,CHL,2012,10,68052119.24,71472311.87,691685.19,70091.391,0.001307998,,,
GBR,CHL,2012,11,48949412.43,76693024.12,688198.13,69308.57,0.001303316,,,
GBR,CHL,2012,12,87969862.17,70968335.35,670056.31,69785.164,0.001351299,,,
GBR,CHL,2013,1,122006526.5,67121943.78,691273.94,70420.32,0.001325161,,,
GBR,CHL,2013,2,102005286.1,65622478.44,671910.38,71062.117,0.001367788,,,
GBR,CHL,2013,3,44345437.69,64566644.75,655976.38,71631.961,0.001404136,,,
GBR,CHL,2013,4,251921645.4,54894339.1,667388.25,72277.906,0.001384659,,,
GBR,CHL,2013,5,158722771,78109278.84,671846.06,71758.875,0.00136245,,,
GBR,CHL,2013,6,166134756.9,103679171.3,684647.56,69007.031,0.001282786,,,
GBR,CHL,2013,7,71772401.32,80677641.25,674946.75,69347.148,0.001304711,,,
GBR,CHL,2013,8,79732981.32,95232562.95,690120.13,68587.875,0.001259275,,,
GBR,CHL,2013,9,94531260.86,75826221.85,708640.69,70033.023,0.001249466,,,
GBR,CHL,2013,10,183054038.5,84496448.8,720765.56,70847.852,0.001240043,,,
GBR,CHL,2013,11,191763710.6,71859656.3,723164.25,68712.75,0.001197765,,,
GBR,CHL,2013,12,188742802.9,98366315.63,739867.94,67748.906,0.001153426,,,
GBR,CHL,2014,1,89290902.34,101787629.5,747716.25,67147.563,0.00113034,,,
GBR,CHL,2014,2,78947317.84,65370748.22,744186.5,65565.477,0.001105602,,,
GBR,CHL,2014,3,42146339.63,107053614.2,762049.44,65005.34,0.001067278,,,
GBR,CHL,2014,4,152844457.7,86793260.86,771107.25,66583.648,0.001077179,,,
GBR,CHL,2014,5,48302985.6,93380169.5,778555.56,66768.297,0.001067171,,,
GBR,CHL,2014,6,28228743.62,89945989.76,783302.25,67497.719,0.001069648,,,
GBR,CHL,2014,7,57928919.39,75839348.68,784603.69,67233.516,0.001061091,,,
GBR,CHL,2014,8,64443676.65,71576791.23,776327.63,65283.172,0.001033997,,,
GBR,CHL,2014,9,54684657.99,71832442.04,757616.94,64154.926,0.001033979,,,
GBR,CHL,2014,10,34716497.15,70455369.81,747017.5,65083.629,0.001056484,,,
GBR,CHL,2014,11,39506356.69,66788532.76,745255.63,65140.859,0.001054859,,,
GBR,CHL,2014,12,69023430.55,78299081.04,732818,63370.234,0.001038666,,,
GBR,CHL,2015,1,74134515.81,66182548.23,712811.81,62910.344,0.001055095,,,
GBR,CHL,2015,2,46707814.14,66922124.07,720199.88,62835.371,0.001046335,,,
GBR,CHL,2015,3,69147870.6,68795121.4,707731.38,62501.133,0.001062438,,,
GBR,CHL,2015,4,30872904.82,71711637.66,710133.88,64051.238,0.001088491,,,
GBR,CHL,2015,5,66052611.45,78872572.37,735463.44,65022.176,0.001063534,,,
GBR,CHL,2015,6,56815832.22,65011070.42,739390.75,62934.211,0.001020662,,,
GBR,CHL,2015,7,38242086.53,69938655.79,739788.19,61191.164,0.000988722,,,
GBR,CHL,2015,8,68514687.59,71965702.09,743198.13,58109.199,0.000931325,,,
GBR,CHL,2015,9,66539809.86,83596965.92,732522.81,58099.199,0.00094143,,,
GBR,CHL,2015,10,68289519.87,88525611.62,723063.19,58939.324,0.000964176,,,
GBR,CHL,2015,11,39290075.36,83612731.43,730595.63,57734.133,0.000933799,,,
GBR,CHL,2015,12,50445290.49,68880255.33,723684.31,58074.082,0.000947341,,,
GBR,CHL,2016,1,53261179.38,69153529.87,698905.94,56999.93,0.000961853,,,
GBR,CHL,2016,2,66566506.31,90323803.48,695600.25,58545.973,0.00099378,,,
GBR,CHL,2016,3,43110457.78,57824899.39,694354.19,60538.969,0.001030634,,,
GBR,CHL,2016,4,50041272.69,79581728.09,700467.06,61740.59,0.001043107,,,
GBR,CHL,2016,5,50041777.02,69643788.1,712976.69,60972.516,0.001009144,,,
GBR,CHL,2016,6,82357173.73,73031085.06,699039.88,61432.633,0.001034072,,,
GBR,CHL,2016,7,63724231.28,74573543.29,649252.69,64002.105,0.001156656,,,
GBR,CHL,2016,8,47882389.19,64958283.05,650687.56,64145.469,0.001157409,,,
GBR,CHL,2016,9,57088944.82,77720355.24,655045.94,63470.012,0.001138303,,,
GBR,CHL,2016,10,29899465.1,69541580.01,618203.5,64190.711,0.001220581,,,
GBR,CHL,2016,11,33582477.5,60455266.36,624902.69,64085.793,0.001207553,,,
GBR,CHL,2016,12,23629431.28,58150930.46,630324.94,64091.367,0.001199276,,,
GBR,CHL,2017,1,48235548.85,77125601.15,621867.13,64777.875,0.001230656,,,
GBR,CHL,2017,2,56048824.83,62786551.25,632670.94,67091.781,0.001245276,,,
GBR,CHL,2017,3,65222700.4,81425069.41,625859.88,65755.008,0.001226353,,,
GBR,CHL,2017,4,50309580.89,60456319.77,642106.13,66795.484,0.001207027,,,
GBR,CHL,2017,5,59136428.19,59525770.38,658280.44,65740.109,0.001151953,,,
GBR,CHL,2017,6,47211685.54,81899688.72,652876.44,66862.398,0.001174434,,,
GBR,CHL,2017,7,85665411.65,81336498.85,663663.63,68082.977,0.001169645,,,
GBR,CHL,2017,8,113070596.8,86335471.84,664170,68169.82,0.001197605,,,
GBR,CHL,2017,9,65278788.86,66351875.18,684868.75,68781.07,0.001199706,,,
GBR,CHL,2017,10,73861650.09,64917827.3,680683.06,66925.945,0.00120298,,,
GBR,CHL,2017,11,51581802.6,79902751.85,682738.06,67801.633,0.001194893,,,
GBR,CHL,2017,12,56195557.39,83168786.34,694897.75,68763.578,0.001171317,,,
GBR,CHN,2012,1,1273081079,4431964075,647966.44,1861900.4,0.10201821,,,
GBR,CHN,2012,2,1221948436,4607845709,659926.88,1941001.8,0.1004625,,,
GBR,CHN,2012,3,1315832994,4217235947,660968.31,2013055.8,0.10022821,,,
GBR,CHN,2012,4,1016365238,4902789658,668906.69,2091332.9,0.099267632,,,
GBR,CHN,2012,5,1443744249,4554057338,671151.69,2125106,0.099636622,,,
GBR,CHN,2012,6,1109013432,4482179560,661749.25,2157542,0.10170272,,,
GBR,CHN,2012,7,1413091137,4495270017,668370.75,2191993.8,0.10143578,,,
GBR,CHN,2012,8,1390038738,4568403278,674364.38,2259142.3,0.10037818,,,
GBR,CHN,2012,9,1028528786,4478786153,692458.63,2332288.3,0.097870216,,,
GBR,CHN,2012,10,1418653750,4328248735,691685.19,2414640,0.098469287,,,
GBR,CHN,2012,11,1325527460,4389695656,688198.13,2301468.5,0.099485159,,,
GBR,CHN,2012,12,1427296907,4355782198,670056.31,2183146,0.10250241,,,
GBR,CHN,2013,1,1417349247,4343872533,691273.94,2066454.1,0.099759705,,,
GBR,CHN,2013,2,1452305903,4469214562,671910.38,2140081.5,0.10280718,,,
GBR,CHN,2013,3,1405098540,4241180370,655976.38,2218905.8,0.10573459,,,
GBR,CHN,2013,4,1429733326,4460167582,667388.25,2304553.5,0.10464957,,,
GBR,CHN,2013,5,1298305673,4493802373,671846.06,2370943.3,0.10542502,,,
GBR,CHN,2013,6,1289068422,4473194007,684647.56,2429609.8,0.10454113,,,
GBR,CHN,2013,7,1402807834,4356863925,674946.75,2477503.3,0.10667028,,,
GBR,CHN,2013,8,1382211320,4609140971,690120.13,2562814.5,0.10460456,,,
GBR,CHN,2013,9,1566988764,4627809147,708640.69,2653146.3,0.10233565,,,
GBR,CHN,2013,10,1708962839,4621238893,720765.56,2746139.5,0.10115755,,,
GBR,CHN,2013,11,1600604184,4926805485,723164.25,2595297,0.10133232,,,
GBR,CHN,2013,12,1842834364,4937212060,739867.94,2451348.8,0.099830233,,,
GBR,CHN,2014,1,2090894804,5100795356,747716.25,2303739.3,0.099448577,,,
GBR,CHN,2014,2,2015692662,4754672357,744186.5,2386601.3,0.10026661,,,
GBR,CHN,2014,3,1745837050,5037160546,762049.44,2463461.5,0.098024748,,,
GBR,CHN,2014,4,2002786232,4940723587,771107.25,2541974,0.097065262,,,
GBR,CHN,2014,5,2118315963,5117544620,778555.56,2588801.8,0.09629564,,,
GBR,CHN,2014,6,2158596904,5067097898,783302.25,2641631,0.096092343,,,
GBR,CHN,2014,7,2861476959,5186008475,784603.69,2686857,0.096037582,,,
GBR,CHN,2014,8,1967662890,4997114251,776327.63,2773567,0.09718772,,,
GBR,CHN,2014,9,2121163576,5092064733,757616.94,2861240.3,0.099744484,,,
GBR,CHN,2014,10,2008982938,5277994031,747017.5,2948914.3,0.10131062,,,
GBR,CHN,2014,11,2915730748,4987015494,745255.63,2784967.8,0.10171366,,,
GBR,CHN,2014,12,1932788125,5010204432,732818,2629755.3,0.10395093,,,
GBR,CHN,2015,1,1469039730,5069095745,712811.81,2464129.8,0.1069895,,,
GBR,CHN,2015,2,1552383689,5429573039,720199.88,2556513.3,0.10637033,,,
GBR,CHN,2015,3,2290109522,5354569829,707731.38,2644711.3,0.10856682,,,
